1;11.55996932
2;11.55996932
3;13.51033083
4;13.51033083
5;13.51033083
6;13.12603174
7;13.12603174
8;13.12603174
9;17.22222315
10;17.22222315
11;19.38592603
12;24.8361828
13;22.88582129
14;20.25635631
15;20.25635631
16;21.70742298
17;24.15409298
18;24.15409298
19;24.15409298
20;32.14654215
21;28.13745896
22;27.03393588
23;27.03393588
24;27.03393588
25;24.66262333
26;25.01782596
27;25.01782596
28;25.01782596
29;24.6577382
30;26.57465286
31;26.57465286
32;28.10971288
33;30.30749156
34;29.39523786
35;30.90149774
36;32.91756495
37;32.88329336
38;32.88329336
39;30.43662336
40;30.43662336
41;31.75733395
42;33.7257676
43;33.66763533
44;33.66763533
45;31.47574473
46;31.47574473
47;38.43024008
48;38.43024008
49;33.75949185
50;34.05869755
51;32.04263035
52;34.01812239
53;33.81674348
54;36.07295501
55;34.46667394
56;34.03427759
57;34.6030666
58;36.35497111
59;36.35497111
60;36.35497111
61;37.15873523
62;39.41315846
63;39.41315846
64;40.05112118
65;38.49953759
66;40.51621383
67;38.12713166
68;35.54953638
69;38.96107856
70;38.64776345
71;47.09431863
72;45.70603474
73;45.70603474
74;42.37837304
75;47.48393503
76;44.34019711
77;44.34019711
78;44.74250039
79;42.72122415
80;42.72122415
81;42.72122415
82;43.2975666
83;42.32811465
84;42.11181746
85;37.99519173
86;39.91436233
87;41.91358349
88;41.36336191
89;42.94394214
90;43.79081945
91;42.8412724
92;42.8412724
93;41.39581688
94;38.52874759
95;38.52874759
96;38.71841364
97;38.71841364
98;36.39004115
99;36.77694549
100;38.80719299
101;46.10195043
102;39.24232448
103;39.24232448
104;39.24232448
105;42.96059488
106;41.34733589
107;43.06988463
108;43.72043948
109;47.32006206
110;47.32006206
111;46.78874948
112;46.79347088
113;46.79347088
114;46.91716118
115;43.23833214
116;39.29605109
117;39.29605109
118;40.08670725
119;40.08670725
120;38.36443426
121;38.93420651
122;38.93420651
123;44.27396953
124;41.23206483
125;41.23206483
126;40.05149254
127;40.68407508
128;40.68407508
129;54.90643125
130;46.2620733
131;49.14268669
132;50.94085839
133;48.92604001
134;48.92604001
135;48.92604001
136;48.92604001
137;46.74446015
138;48.33527268
139;46.75885999
140;46.75885999
141;51.05261899
142;50.3622061
143;52.28088194
144;57.59345851
145;55.8398519
146;56.65675869
147;58.50942155
148;51.98838476
149;59.4932214
150;48.08792366
151;48.08792366
152;45.9132149
153;48.93890489
154;43.12458775
155;42.09922008
156;39.97987373
157;44.21519074
158;45.85613455
159;47.50675695
160;45.21252509
161;45.21252509
162;46.1207552
163;53.13987226
164;48.24408498
165;44.88720841
166;45.41021784
167;43.18667663
168;43.18667663
169;44.48977455
170;44.66092059
171;42.09762473
172;40.17404571
173;40.17404571
174;42.74236345
175;47.20637019
176;37.35082084
177;36.56421673
178;39.47791981
179;43.62143039
180;44.91366074
181;44.91366074
182;44.91366074
183;47.1693714
184;44.31690673
185;44.94590545
186;45.75562658
187;45.75562658
188;53.39917786
189;52.65070479
190;47.38489854
191;55.39520884
192;51.17035294
193;52.17973394
194;50.53301395
195;54.42756963
196;50.80183133
197;48.6695505
198;50.96443769
199;45.80000796
200;45.80000796
