1;11.718545
2;6.359272503
3;16.01816876
4;12.51541686
5;24.00131266
6;16.61962141
7;20.38694186
8;10.69347093
9;20.38694186
10;12.80926978
11;20.38694186
12;12.84328281
13;24.54490831
14;17.03806489
15;24.54490831
16;16.89141924
17;27.08471194
18;23.06654665
19;34.59288546
20;33.5003858
21;41.49598955
22;36.72480543
23;40.50542801
24;35.21254528
25;43.13565491
26;39.41309628
27;46.44982124
28;38.68474521
29;46.44982124
30;40.43526888
31;50.33348431
32;46.67983486
33;53.6797442
34;46.13166829
35;53.6797442
36;49.39385536
37;57.92968913
38;53.95760715
39;61.92758313
40;57.12814336
41;65.99793725
42;60.1069445
43;69.49163691
44;60.90131288
45;69.49163691
46;61.67920399
47;69.49163691
48;60.15143393
49;69.49163691
50;66.30447398
51;73.20012856
52;70.65362189
53;78.95452055
54;68.50995069
55;75.31158373
56;71.72032184
57;79.6743116
58;71.54740901
59;81.2202223
60;77.25872858
61;82.93687406
62;71.77007123
63;85.84693566
64;72.67248371
65;76.88457536
66;71.81809383
67;82.15000771
68;77.25190914
69;88.19865083
70;77.93896744
71;82.33013015
72;73.00517996
73;79.56392891
74;72.54101811
75;79.62298564
76;71.26437184
77;84.76091736
78;75.43086806
79;81.96049081
80;77.3356633
81;86.0624295
82;78.21498233
83;86.19017955
84;80.95785329
85;88.9827674
86;81.77588879
87;89.20104136
88;76.38714921
89;86.2563033
90;77.0188414
91;80.61936831
92;70.9679615
93;83.19874711
94;76.78117359
95;83.72600714
96;72.39374951
97;76.99547755
98;72.70182566
99;83.29022254
100;71.13622124
101;80.88888848
102;70.66724526
103;69.75864279
104;68.62359671
105;70.94261081
106;71.21112178
107;70.35749984
108;78.78034078
109;81.00381029
110;89.70806526
111;90.19297241
112;71.94731534
113;85.86354619
114;82.81380053
115;83.67841111
116;74.42590418
117;75.99320024
118;72.51294508
119;79.02418149
120;78.44136891
121;83.52062468
122;73.17455483
123;83.28121445
124;68.86177458
125;79.61963381
126;74.97851011
127;85.7687783
128;80.70067884
129;87.04096595
130;72.04361653
131;80.89724033
132;69.24207346
133;76.57419056
134;73.83659665
135;79.3880537
136;62.77573854
137;77.14307666
138;72.11771735
139;82.01702735
140;75.1779559
141;82.5204366
142;76.84461941
143;80.26147291
144;72.87719106
145;77.93365733
146;67.26224919
147;72.20312664
148;61.252071
149;64.6383603
150;64.70699343
151;76.46660411
152;70.68913386
153;83.03672395
154;74.76991914
155;78.57371623
156;62.36136778
157;79.12368161
158;69.71525085
159;74.41967206
160;74.19484886
161;79.89888264
162;65.85979501
163;73.94529618
164;67.46043741
165;77.34152901
166;76.21233944
167;85.35822199
168;76.06202534
169;78.04393641
170;70.35164373
171;78.35703588
172;66.2374677
173;68.21937878
174;58.97314569
175;69.8105026
176;64.85963851
177;70.97321005
178;60.32795169
179;77.88302251
180;78.42427486
181;84.26957415
182;68.89378028
183;73.29467264
184;64.64814939
185;85.06366195
186;81.80811299
187;81.16149749
188;73.49094258
189;81.71480713
190;74.80642678
191;78.65315959
192;71.57328249
193;75.3447525
194;69.82202593
195;77.1260842
196;74.09525536
197;86.2720073
198;78.27983373
199;82.85626768
200;71.46035356
